번호,운영상태,시설명,도로명전체주소,최대수용인원,위도(EPSG4326),경도(EPSG4326)
1843,사용중,대성유니드아파트 지하1층 주차장,"서울특별시 강서구 강서로45길 104 (내발산동, 대성유니트아파트)",1690,37.549904047943365,126.83195373092067
1844,사용중,미주진로아파트 지하1층 주차장,"서울특별시 강서구 공항대로 351-21 (등촌동, 미주진로아파트)",8349,37.558925105478544,126.84680665847918
1845,사용중,부영아파트 지하1층 주차장,"서울특별시 강서구 강서로56나길 110 (등촌동, 부영아파트)",12356,37.5640358805104,126.8430809737816
1846,사용중,강성레스트빌아파트 지하1층 주차장,"서울특별시 강서구 강서로45라길 52 (내발산동, 강성레스트빌아파트)",1270,37.549976024651286,126.83451823825769
1847,사용중,그린씨티아파트 지하1층 주차장,"서울특별시 강서구 강서로47라길 79 (내발산동, 그린씨티아파트)",1197,37.54967597505812,126.8331527403589
1848,사용중,화곡본동천주교회 지하강당 지하1층,"서울특별시 강서구 까치산로2길 43 (화곡동, 화곡본동천주교회)",3579,37.539358504612174,126.84331281226498
1849,사용중,해태아파트 지하주차장(지하1층),"서울특별시 강서구 강서로7길 28 (화곡동, 해태아파트)",3013,37.529609441347326,126.84617743850444
1850,사용중,화곡대림아파트 지하주차장(지하1층),"서울특별시 강서구 월정로 160 (화곡동, 화곡대림아파트)",4427,37.53318524471911,126.83656655231702
1851,사용중,유림노르웨이숲 지하주차장(지하 1층),"서울특별시 강서구 곰달래로 96 (화곡동, 유림노르웨이숲)",4014,37.53020609007006,126.84344231389215
1852,사용중,정일빌딩 지하주차장(지하1층),"서울특별시 강서구 곰달래로 170 (화곡동, 정일빌딩)",376,37.530768611337,126.85181257586994
1853,사용중,화곡2동성당(지하1층),"서울특별시 강서구 곰달래로32길 19 (화곡동, 화곡2동천주교회)",476,37.53018469329098,126.85313873609388
1854,사용중,성석교회교육관 지하주차장(지하1층),"서울특별시 강서구 곰달래로31가길 101 (화곡동, 성석교회교육관)",745,37.53265293426789,126.85703171840548
1855,사용중,은창아파트 지하주차장(지하1층),"서울특별시 강서구 국회대로7길 157 (화곡동, 은창아파트)",945,37.52899318770397,126.85215554364524
1856,사용중,율창아파트 지하주차장(지하1층),"서울특별시 강서구 국회대로7길 123 (화곡동, 율창아파트)",781,37.52920289550208,126.85406413752764
1857,사용중,곰달래아파트 지하주차장(지하1층),"서울특별시 강서구 국회대로7길 53 (화곡동, 곰달래아파트)",1001,37.52970540893569,126.857956771284
1858,사용중,신도금잔디아파트 지하주차장(지하1~2층),"서울특별시 강서구 국회대로7길 91 (화곡동, 신도금잔디아파트)",1602,37.52944216096152,126.85579726062554
1859,사용중,예다움아파트 지하주차장(지하1층),"서울특별시 강서구 등촌로13자길 79 (화곡동, 예다움아파트)",2452,37.53695775216646,126.8537774481522
1860,사용중,태영방송인아파트 지하 1~2층 주차장,"서울특별시 강서구 등촌로13자길 74 (화곡동, 태영방송인아파트)",9973,37.53715676398232,126.85394532298676
1861,사용중,성삼하이츠아파트 지하 1층 주차장,"서울특별시 강서구 곰달래로59길 36 (화곡동, 성삼하이츠아파트)",1141,37.53393818262656,126.86296436237666
1862,사용중,화곡3차보람아파트 지하1층 주차장,"서울특별시 강서구 등촌로13바길 18-11(화곡동, 화곡3차 보람아파트)",2772,37.5369306088939,126.85798891536264
1863,사용중,금화아파트 지하 1층 주차장,"서울특별시 강서구 곰달래로57길 7 (화곡동, 금화아파트)",512,37.53254027622364,126.86179604066214
1864,사용중,방화1단지장미아파트 101동 지하주차장(지하1층),"서울특별시 강서구 양천로 125 (방화동, 장미아파트)",2083,37.57400049461591,126.81804008217448
1865,사용중,방화2단지아파트 201동 지하주차장(지하1층),"서울특별시 강서구 방화대로48길 40 (방화동, 방화2단지아파트)",1549,37.57574125069237,126.8191400413812
1866,사용중,방화2-2단지아파트 214동 지하주차장(지하1층),"서울특별시 강서구 방화대로48길 40 (방화동, 방화2단지아파트)",3099,37.57574125069237,126.8191400413812
1867,사용중,방화3단지아파트 301동 지하주차장(지하1층),"서울특별시 강서구 방화대로47길 55 (방화동, 방화3단지아파트)",2654,37.57606982697519,126.81338419038846
1868,사용중,방화4단지아파트 401동 지하주차장(지하1층),"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",1208,37.57718019765711,126.81357948031786
1869,사용중,방화5단지아파트 501동 지하주차장(지하1층),"서울특별시 강서구 금낭화로 287-19 (방화동, 방화5단지아파트)",3558,37.57713571601656,126.81158668753405
1870,사용중,방화6단지아파트 604동 지하주차장(지하1층),"서울특별시 강서구 금낭화로23길 25 (방화동, 방화6단지아파트)",3205,37.57885845496669,126.81164875347864
1871,사용중,방화7단지동성아파트 지하주차장(지하1층),"서울특별시 강서구 금낭화로23길 8 (방화동, 방화7단지동성아파트)",7720,37.57885415055112,126.81275137329784
1872,사용중,방화8단지개화아파트 103동 지하주차장(지하1층),"서울특별시 강서구 금낭화로 167 (방화동, 방화8단지개화아파트)",4688,37.58020669644195,126.8136189391977
1873,사용중,방화9단지아파트 902동 지하주차장(지하1층),"서울특별시 강서구 양천로11길 57 (방화동, 방화9단지아파트)",1133,37.575076001270006,126.80837783188367
1874,사용중,방화10단지진로아파트 지하주차장(지하1층),"서울특별시 강서구 금낭화로 258 (방화동, 방화10단지진로아파트)",4876,37.5769859192167,126.8085703510992
1875,사용중,금강프라자빌딩 지하주차장 1-4(지하1층),"서울특별시 강서구 금낭화로 135 (방화동, 금강프라자빌딩)",4207,37.57738197524776,126.8125028904265
1876,사용중,치현마을서광아파트 105동 지하주차장(지하1층),"서울특별시 강서구 양천로27길 129 (방화동, 치현마을서광아파트)",10077,37.57897645769875,126.81953825036406
1877,사용중,김포공항역 5호선(지하1~4층),"서울특별시 강서구 하늘길 지하 77 (방화동, 김포공항역)",9132,37.56175849875267,126.80078951131011
1878,사용중,우장산힐스테이트 지하1~2층 주차장,"서울특별시 강서구 강서로 348 (내발산동, 우장산힐스테이트)",110288,37.55658669078531,126.83798395447036
1879,사용중,등촌주공11단지아파트 지하1층 주차장,"서울특별시 강서구 공항대로43길 39 (등촌동, 등촌주공아파트11단지)",6932,37.558999015728936,126.8495447603794
1880,사용중,명지해드는터아파트 지하 1층 주차장,"서울특별시 강서구 등촌로13아길 44 (화곡동, 명지해드는터)",3679,37.536867512009295,126.8564107418182
1881,사용중,우장산롯데캐슬아파트 지하(1~2층)주차장,"서울특별시 강서구 공항대로 382 (화곡동, 우장산롯데캐슬아파트)",76754,37.55659147292763,126.84972606528324
1882,사용중,화성교회 지하주차장 지하2층,"서울특별시 강서구 까치산로 66 (화곡동, 화성교회)",1636,37.54451761538799,126.84679309590116
1883,사용중,코오롱1차아파트 지하주차장(지하1~2층),"서울특별시 강서구 화곡로66길 90 (등촌동, 등촌동코오롱아파트)",9509,37.55620317152666,126.85841530529392
1884,사용중,방신서광아파트 101동 지하주차장(지하1층),"서울특별시 강서구 양천로14길 17, 101동 (방화동, 방신서광아파트)",4541,37.57228382636893,126.81021437428944
1885,사용중,화곡4동주민센터 지하1~2층 주차장,"서울특별시 강서구 곰달래로57가길 26 (화곡동, 시립청소년수련관및화곡4동주민자치센터)",1816,37.53435176149053,126.8607515202829
1886,사용중,동부센트레빌아파트 지하 1층 주차장,"서울특별시 강서구 방화대로45길 32 (방화동, 동부센트레빌아파트)",26255,37.574368302269065,126.81473424801368
1887,사용중,마곡푸르지오아파트 지하 1층 주차장,"서울특별시 강서구 방화대로34길 88 (방화동, 마곡푸르지오)",15281,37.57061623003103,126.82150298559156
1888,사용중,우장산아이파크이편한세상아파트 지하1~2층 주차장,"서울특별시 강서구 강서로 266 (화곡동, 우장산아이파크이편한세상아파트)",132521,37.54937840848442,126.83659000414222
1889,사용중,우장산휴먼빌아파트 지하1층 주차장,"서울특별시 강서구 우현로 18 (화곡동, 우장산휴먼빌아파트)",2510,37.54738111873864,126.84366264570552
1890,사용중,홈플러스 가양점(지하 3층 주차장),"서울특별시 강서구 양천로 431 (가양동, 홈플러스가양점)",8352,37.56434300166654,126.84944554171804
1891,사용중,탐라영재관 지하 2~3층 주차장,"서울특별시 강서구 양천로57길 10-10 (가양동, 탐라영재관)",4121,37.56297680438946,126.85261089800665
1892,사용중,한국해운조합 지하1~2층,"서울특별시 강서구 공항대로 379 (등촌동, 한국해운조합)",2275,37.55707579312031,126.84980510881395
1893,사용중,올림픽체육센터 지하1층,"서울특별시 강서구 화곡로65길 62 (등촌동, 강서구민올림픽체육센터)",6763,37.55946754502415,126.85042709840071
1894,사용중,공항시장역(지하1~4층),"서울특별시 강서구 방화동로 지하30, 공항시장역(9호선) (공항동)",12959,37.56357495923158,126.81048196058369
1895,사용중,마곡나루역(지하1~2층),서울특별시 강서구 마곡중앙5로 지하 2 (마곡동),10106,37.56680017453456,126.82752320109456
1896,사용중,양천향교역(지하1~2층),서울특별시 강서구 양천로 지하 341 (가양동),8328,37.56869742822804,126.84081249573312
1897,사용중,가양역 지하 1층 지하철9호선,"서울특별시 강서구 양천로 지하 485 (가양동, 가양역)",4620,37.56150774909672,126.85436941381168
1898,사용중,염창역 지하 1층,"서울특별시 강서구 공항대로 지하 631 (염창동, 염창역 9호선)",7030,37.54700538880767,126.87502760630176
1899,사용중,김포공항역 9호선(지하 1~4층),"서울특별시 강서구 하늘길 지하 77 (방화동, 김포공항역)",31240,37.56175849875267,126.80078951131011
1900,사용중,지하철9호선 증미역(지하1~3층),"서울특별시 강서구 양천로 지하 560 (등촌동, 증미역 9호선)",8515,37.557748907439134,126.86130182990976
1901,사용중,지하철9호선 등촌역(지하1~2층),"서울특별시 강서구 공항대로 지하 529 (등촌동, 등촌역9호선)",12684,37.55113422758541,126.86506941460652
1902,사용중,신방화역 도시철도9호선 지하1층,"서울특별시 강서구 방화대로 지하 301 (방화동, 신방화역)",10715,37.567676376797486,126.81659749615962
1903,사용중,강서센트레빌4차아파트 지하주차장(지하1층),"서울특별시 강서구 남부순환로 11 (공항동, 강서센트레빌4차)",10706,37.560784396701735,126.80780243318978
1904,사용중,볏골공원 지하주차장 지하2층,"서울특별시 강서구 까치산로4길 22 (화곡동, 볏골공원 지하주차장)",8355,37.54168985369866,126.8445396088357
1905,사용중,강서구의회 지하2층 주차장,서울특별시 강서구 등촌로 185 (등촌동),1269,37.54645427811438,126.86240754533443
1906,사용중,대림아파트 지하1~2층 주차장,"서울특별시 강서구 등촌로 137 (등촌동, 대림아파트)",6660,37.5421294668788,126.862827213879
1907,사용중,동아3차아파트 지하1~3층 주차장,"서울특별시 강서구 양천로 731 (염창동, 동아3차아파트)",23545,37.54927550751552,126.87716572027632
1908,사용중,강변한솔솔파크 지하 1~2 층 주차장,"서울특별시 강서구 양천로63길 38 (염창동, 강변한솔솔파크)",17212,37.557398414904895,126.86621926602348
1909,사용중,강변힐스테이트 지하 1~2층 주차장,"서울특별시 강서구 양천로75길 19 (염창동, 강변힐스테이트아파트)",16825,37.55060362023738,126.8751614293864
1910,사용중,마곡수명산파크1단지 지하 1~2층 주차장,"서울특별시 강서구 강서로47길 108 (내발산동, 마곡수명산파크1단지아파트)",41129,37.55350199911992,126.8301947481996
1911,사용중,마곡수명산파크2단지 지하 1~2층 주차장,"서울특별시 강서구 강서로47길 158 (내발산동, 마곡수명산파크2단지아파트)",20401,37.55378406542548,126.82737622196726
1912,사용중,마곡수명산파크3단지 지하 1~2층 주차장,"서울특별시 강서구 수명로1길 110 (내발산동, 마곡수명산파크3단지아파트)",20687,37.55349315103619,126.82427463820945
1913,사용중,마곡수명산파크4단지 지하 1~2층 주차장,"서울특별시 강서구 수명로1길 16 (내발산동, 마곡수명산파크4단지아파트)",30664,37.55043807634539,126.823172704288
